,ast_pct,blk_pct,efg_pct,fg3a_per_fga_pct,ft_rate,fta_per_fga_pct,g,losses,losses_conf,losses_home,losses_visitor,opp_pts,pts,school_name,sos,srs,tov_pct,trb_pct,ts_pct,win_loss_pct,wins,wins_conf,wins_home,wins_visitor
0,55.9,6.5,.453,.345,.267,.435,32,14,6,3,8,2169,2229,Alabama A&M,-12.86,-11.96,17.6,47.0,.486,.563,18,12,9,6
1,57.3,5.4,.505,.313,.271,.389,33,11,6,3,5,2371,2557,Alabama-Birmingham,4.78,10.42,15.8,46.6,.541,.667,22,10,11,7
2,55.3,7.5,.557,.373,.318,.432,32,8,4,1,4,2083,2426,Alabama,6.81,16.74,16.7,53.9,.594,.750,24,12,14,8
3,56.6,6.6,.534,.279,.240,.309,37,7,3,1,3,2579,2948,Arizona,8.03,18.00,17.5,52.9,.570,.811,30,15,15,8
4,68.6,7.1,.493,.293,.305,.428,30,5,3,1,2,1935,2174,Boston College,6.41,14.38,16.6,53.4,.536,.833,25,13,16,7
5,59.1,5.8,.513,.373,.297,.424,33,10,4,1,7,1946,2097,Bucknell,-2.19,2.12,21.1,50.3,.551,.697,23,10,12,8
6,65.3,8.2,.544,.446,.266,.382,33,9,7,3,5,2152,2304,Central Florida,-7.78,-4.91,19.8,54.2,.573,.727,24,13,12,8
7,53.6,5.2,.497,.357,.282,.413,29,8,4,2,5,2093,2257,Charlotte,3.97,9.63,15.5,51.0,.534,.724,21,12,12,7
8,56.6,3.4,.503,.317,.284,.418,31,11,6,3,7,2034,2253,Chattanooga,-3.59,-1.37,20.4,57.5,.538,.645,20,10,13,7
9,58.8,11.2,.494,.330,.315,.457,33,8,4,2,3,2130,2505,Cincinnati,6.74,17.64,15.7,52.9,.535,.758,25,12,15,7
10,61.6,13.7,.502,.260,.289,.413,31,8,3,3,3,2072,2419,Connecticut,7.62,18.82,17.3,57.1,.540,.742,23,13,14,7
11,58.7,6.1,.533,.388,.265,.363,34,11,7,5,5,2207,2421,Creighton,3.84,10.14,16.2,47.8,.567,.676,23,11,11,7
12,52.6,5.8,.488,.392,.313,.421,33,14,4,1,11,2036,2043,Delaware State,-6.89,-6.68,19.5,47.0,.537,.576,19,14,9,6
13,49.4,11.0,.521,.398,.305,.429,33,6,5,1,4,2153,2581,Duke,10.04,23.01,16.5,51.1,.560,.818,27,11,14,5
14,56.8,7.2,.531,.311,.210,.313,31,9,5,1,7,2078,2256,Eastern Kentucky,-5.18,-2.68,18.1,52.1,.554,.710,22,11,12,8
15,55.7,7.8,.508,.317,.216,.324,33,13,5,3,8,2310,2432,Fairleigh Dickinson,-6.91,-4.13,17.0,50.8,.534,.606,20,13,12,7
16,56.3,8.4,.552,.358,.289,.409,32,8,4,3,4,2020,2438,Florida,7.12,20.18,17.5,54.2,.583,.750,24,12,13,6
17,58.1,7.6,.522,.255,.274,.396,30,8,5,3,4,2021,2308,George Washington,1.05,10.62,17.7,52.2,.555,.733,22,11,10,8
18,55.5,8.6,.503,.304,.257,.372,32,12,8,3,6,2133,2371,Georgia Tech,9.78,17.21,17.9,51.6,.537,.625,20,8,13,4
19,56.8,5.8,.548,.237,.346,.468,31,5,2,0,3,2159,2454,Gonzaga,4.37,13.30,16.7,55.8,.590,.839,26,12,14,6
20,66.6,5.9,.560,.388,.210,.288,39,2,1,0,1,2382,3002,Illinois,8.47,24.10,14.3,52.3,.585,.949,37,15,15,9
21,56.6,6.9,.469,.216,.240,.352,31,12,7,3,7,2005,2112,Iowa State,8.40,11.37,16.2,49.6,.504,.613,19,9,13,4
22,59.6,9.2,.517,.305,.281,.407,33,12,9,3,6,2221,2407,Iowa,9.34,14.97,17.9,50.9,.551,.636,21,7,13,3
23,61.8,6.7,.534,.320,.268,.385,30,7,4,1,4,1956,2251,Kansas,10.85,20.68,17.9,52.4,.565,.767,23,12,15,6
24,56.5,8.0,.521,.327,.249,.375,34,6,2,1,3,2127,2503,Kentucky,8.10,19.16,16.3,50.9,.548,.824,28,14,14,7
25,46.6,5.3,.502,.334,.239,.363,31,11,4,1,9,2109,2239,Louisiana,1.91,5.71,18.6,52.2,.530,.645,20,11,11,5
26,57.0,7.3,.520,.338,.296,.405,30,10,4,1,6,2142,2257,Louisiana State,7.77,11.60,16.7,53.3,.560,.667,20,12,14,4
27,58.4,7.0,.550,.418,.315,.436,38,5,2,2,1,2436,3066,Louisville,6.18,22.57,17.0,54.1,.586,.868,33,14,15,10
28,61.8,5.0,.546,.328,.290,.373,33,7,3,1,4,2159,2590,Michigan State,7.41,20.47,17.0,55.2,.587,.788,26,13,14,6
29,54.2,6.5,.517,.395,.256,.364,32,6,2,1,3,2059,2400,Milwaukee,1.44,10.41,16.6,50.7,.550,.813,26,14,13,11
30,58.8,8.5,.501,.285,.271,.384,32,11,6,3,4,2012,2175,Minnesota,6.96,12.06,20.4,52.0,.539,.656,21,10,14,5
31,54.6,5.7,.495,.301,.269,.404,34,11,7,2,5,2245,2466,Mississippi State,6.05,12.55,17.7,55.8,.528,.676,23,9,11,5
32,57.7,5.1,.514,.320,.311,.460,31,13,5,2,10,2132,2152,Montana,-3.49,-3.63,21.2,52.6,.550,.581,18,9,12,4
33,60.7,8.9,.482,.186,.321,.454,32,7,2,4,2,1974,2225,Nevada,3.02,9.25,18.1,55.3,.529,.781,25,16,13,11
34,57.4,6.2,.571,.397,.296,.436,33,7,4,1,5,2121,2492,New Mexico,1.51,11.09,17.8,51.6,.596,.788,26,10,18,5
35,56.8,5.4,.505,.393,.314,.413,30,10,5,0,9,2351,2537,Niagara,-3.08,3.12,14.5,54.7,.554,.667,20,13,13,5
36,60.7,8.4,.532,.415,.273,.387,35,14,9,6,6,2314,2559,North Carolina State,9.16,16.16,16.1,48.3,.564,.600,21,7,11,5
37,62.6,6.2,.560,.304,.320,.442,37,4,2,0,2,2600,3257,North Carolina,10.66,28.42,17.8,55.1,.596,.892,33,14,15,8
38,58.0,7.9,.545,.336,.222,.318,32,11,7,2,7,2127,2311,Northern Iowa,5.31,10.14,15.5,50.8,.569,.656,21,11,13,6
39,58.4,4.4,.505,.329,.247,.372,32,19,9,5,13,2352,2269,Oakland,0.86,-2.66,15.5,48.9,.534,.406,13,7,6,3
40,48.4,4.9,.516,.331,.334,.479,32,11,7,1,9,2174,2288,Ohio,1.80,5.36,17.1,49.6,.556,.656,21,11,13,4
41,61.0,4.9,.562,.308,.284,.364,33,7,5,1,4,2151,2583,Oklahoma State,9.68,21.40,17.4,54.0,.601,.788,26,11,13,7
42,56.3,7.7,.532,.302,.236,.342,33,8,4,1,3,2088,2480,Oklahoma,8.84,19.96,16.8,53.0,.559,.758,25,12,14,6
43,63.5,8.2,.497,.319,.246,.352,34,6,3,1,4,2079,2430,Old Dominion,-2.59,5.97,15.4,51.4,.532,.824,28,15,14,11
44,58.2,5.3,.560,.329,.293,.395,31,4,0,1,1,2011,2258,Pacific,1.16,8.95,18.3,54.6,.595,.871,27,18,12,13
45,61.4,6.1,.494,.356,.267,.405,29,9,1,1,7,1788,1982,Pennsylvania,-1.98,4.71,19.5,53.2,.526,.690,20,13,12,8
46,59.5,7.5,.527,.295,.285,.432,29,9,6,4,3,1842,2097,Pittsburgh,5.73,14.53,18.2,56.3,.555,.690,20,10,13,6
47,47.9,5.9,.501,.369,.304,.420,34,9,3,1,4,2178,2373,Saint Mary's (CA),2.40,6.68,19.7,53.0,.544,.735,25,11,15,9
48,50.5,7.9,.498,.227,.260,.402,33,9,3,1,6,1842,2085,Southeastern Louisiana,-5.22,-0.86,18.9,50.2,.527,.727,24,13,13,8
49,53.4,5.8,.503,.283,.202,.270,35,8,3,0,6,2123,2365,Southern Illinois,5.12,11.53,16.9,50.3,.536,.771,27,15,15,8
50,48.2,4.8,.470,.204,.282,.382,31,13,7,2,5,2134,2173,Stanford,8.13,9.10,16.9,50.4,.517,.581,18,11,10,5
51,55.5,8.1,.524,.255,.256,.383,34,7,5,2,3,2197,2548,Syracuse,6.83,15.95,16.7,52.8,.551,.794,27,11,16,6
52,64.3,5.4,.514,.292,.310,.391,35,8,4,2,4,2278,2616,Texas-El Paso,0.91,9.61,15.5,51.1,.564,.771,27,14,16,7
53,59.3,6.3,.513,.187,.269,.356,33,11,6,2,5,2287,2535,Texas Tech,9.11,16.24,15.6,49.6,.554,.667,22,10,13,5
54,49.8,7.1,.524,.350,.285,.408,31,11,7,2,6,2124,2384,Texas,7.56,15.49,16.9,53.4,.558,.645,20,9,14,4
55,55.7,4.3,.508,.325,.276,.383,29,11,7,3,5,2078,2138,UCLA,7.09,9.16,19.2,52.9,.547,.621,18,11,12,6
56,64.5,5.3,.582,.292,.264,.382,32,8,5,1,5,1848,2315,Utah State,-1.47,12.75,17.1,55.4,.604,.750,24,13,14,6
57,61.6,5.3,.562,.291,.338,.472,35,6,1,0,3,2005,2379,Utah,4.54,14.01,20.2,59.1,.597,.829,29,13,16,7
58,61.2,3.1,.507,.406,.227,.314,32,7,2,0,6,1987,2299,Vermont,-1.95,7.80,15.1,53.7,.540,.781,25,16,13,10
59,48.1,10.5,.496,.340,.277,.376,32,8,5,2,3,1996,2336,Villanova,8.43,19.06,15.9,52.9,.539,.750,24,11,14,5
60,55.0,5.9,.555,.320,.315,.461,33,6,3,0,4,2441,2801,Wake Forest,10.27,20.24,16.8,54.9,.584,.818,27,13,16,8
61,59.9,4.3,.542,.295,.249,.339,35,6,4,0,5,2596,3026,Washington,7.66,19.77,15.9,52.8,.574,.829,29,14,15,6
62,66.6,6.9,.532,.459,.231,.311,35,11,8,3,5,2356,2501,West Virginia,7.62,11.76,15.7,47.0,.564,.686,24,8,11,6
63,62.2,7.5,.509,.350,.285,.421,33,6,1,0,4,1961,2245,Winthrop,-6.65,0.48,18.3,52.4,.543,.818,27,15,16,9
64,56.3,3.4,.510,.358,.259,.383,34,9,5,1,6,2047,2290,Wisconsin,9.61,16.76,15.5,52.7,.542,.735,25,11,15,5
